season,round,position,constructorName,points
2018,1,1,Ferrari,40.0
2018,1,2,Mercedes,22.0
2018,1,3,Red Bull,20.0
2018,1,4,McLaren,12.0
2018,1,5,Renault,7.0
2018,1,6,Force India,0.0
2018,1,7,Sauber,0.0
2018,1,8,Williams,0.0
2018,1,9,Toro Rosso,0.0
2018,1,0,Haas F1 Team,0.0
2018,2,1,Ferrari,65.0
2018,2,2,Mercedes,55.0
2018,2,3,McLaren,22.0
2018,2,4,Red Bull,20.0
2018,2,5,Renault,15.0
2018,2,6,Toro Rosso,12.0
2018,2,7,Haas F1 Team,10.0
2018,2,8,Sauber,2.0
2018,2,9,Force India,1.0
2018,2,10,Williams,0.0
2018,3,1,Mercedes,85.0
2018,3,2,Ferrari,84.0
2018,3,3,Red Bull,55.0
2018,3,4,McLaren,28.0
2018,3,5,Renault,25.0
2018,3,6,Toro Rosso,12.0
2018,3,7,Haas F1 Team,11.0
2018,3,8,Sauber,2.0
2018,3,9,Force India,1.0
2018,3,10,Williams,0.0
2018,4,1,Ferrari,114.0
2018,4,2,Mercedes,110.0
2018,4,3,Red Bull,55.0
2018,4,4,McLaren,36.0
2018,4,5,Renault,35.0
2018,4,6,Force India,16.0
2018,4,7,Toro Rosso,13.0
2018,4,8,Haas F1 Team,11.0
2018,4,9,Sauber,10.0
2018,4,10,Williams,4.0
2018,5,1,Mercedes,153.0
2018,5,2,Ferrari,126.0
2018,5,3,Red Bull,80.0
2018,5,4,Renault,41.0
2018,5,5,McLaren,40.0
2018,5,6,Haas F1 Team,19.0
2018,5,7,Force India,18.0
2018,5,8,Toro Rosso,13.0
2018,5,9,Sauber,11.0
2018,5,10,Williams,4.0
2018,6,1,Mercedes,178.0
2018,6,2,Ferrari,156.0
2018,6,3,Red Bull,107.0
2018,6,4,Renault,46.0
2018,6,5,McLaren,40.0
2018,6,6,Force India,26.0
2018,6,7,Toro Rosso,19.0
2018,6,8,Haas F1 Team,19.0
2018,6,9,Sauber,11.0
2018,6,10,Williams,4.0
2018,7,1,Mercedes,206.0
2018,7,2,Ferrari,189.0
2018,7,3,Red Bull,134.0
2018,7,4,Renault,56.0
2018,7,5,McLaren,40.0
2018,7,6,Force India,28.0
2018,7,7,Toro Rosso,19.0
2018,7,8,Haas F1 Team,19.0
2018,7,9,Sauber,12.0
2018,7,10,Williams,4.0
2018,8,1,Mercedes,237.0
2018,8,2,Ferrari,214.0
2018,8,3,Red Bull,164.0
2018,8,4,Renault,62.0
2018,8,5,McLaren,40.0
2018,8,6,Force India,28.0
2018,8,7,Haas F1 Team,27.0
2018,8,8,Toro Rosso,19.0
2018,8,9,Sauber,13.0
2018,8,10,Williams,4.0
2018,9,1,Ferrari,247.0
2018,9,2,Mercedes,237.0
2018,9,3,Red Bull,189.0
2018,9,4,Renault,62.0
2018,9,5,Haas F1 Team,49.0
2018,9,6,McLaren,44.0
2018,9,7,Force India,42.0
2018,9,8,Toro Rosso,19.0
2018,9,9,Sauber,16.0
2018,9,10,Williams,4.0
2018,10,1,Ferrari,287.0
2018,10,2,Mercedes,267.0
2018,10,3,Red Bull,199.0
2018,10,4,Renault,70.0
2018,10,5,Haas F1 Team,51.0
2018,10,6,Force India,49.0
2018,10,7,McLaren,48.0
2018,10,8,Toro Rosso,19.0
2018,10,9,Sauber,16.0
2018,10,10,Williams,4.0
2018,11,1,Mercedes,310.0
2018,11,2,Ferrari,302.0
2018,11,3,Red Bull,211.0
2018,11,4,Renault,80.0
2018,11,5,Force India,59.0
2018,11,6,Haas F1 Team,59.0
2018,11,7,McLaren,48.0
2018,11,8,Toro Rosso,20.0
2018,11,9,Sauber,18.0
2018,11,10,Williams,4.0
2018,12,1,Mercedes,345.0
2018,12,2,Ferrari,335.0
2018,12,3,Red Bull,223.0
2018,12,4,Renault,82.0
2018,12,5,Haas F1 Team,66.0
2018,12,6,Force India,59.0
2018,12,7,McLaren,52.0
2018,12,8,Toro Rosso,28.0
2018,12,9,Sauber,18.0
2018,12,10,Williams,4.0
2018,13,1,Mercedes,375.0
2018,13,2,Ferrari,360.0
2018,13,3,Red Bull,238.0
2018,13,4,Renault,82.0
2018,13,5,Force India,77.0
2018,13,6,Haas F1 Team,76.0
2018,13,7,McLaren,52.0
2018,13,8,Toro Rosso,30.0
2018,13,9,Sauber,19.0
2018,13,10,Williams,4.0
2018,14,1,Mercedes,415.0
2018,14,2,Ferrari,390.0
2018,14,3,Red Bull,248.0
2018,14,4,Force India,91.0
2018,14,5,Renault,86.0
2018,14,6,Haas F1 Team,76.0
2018,14,7,McLaren,52.0
2018,14,8,Toro Rosso,30.0
2018,14,9,Sauber,19.0
2018,14,10,Williams,7.0
2018,15,1,Mercedes,452.0
2018,15,2,Ferrari,415.0
2018,15,3,Red Bull,274.0
2018,15,4,Force India,91.0
2018,15,5,Renault,91.0
2018,15,6,Haas F1 Team,76.0
2018,15,7,McLaren,58.0
2018,15,8,Toro Rosso,30.0
2018,15,9,Sauber,21.0
2018,15,10,Williams,7.0
2018,16,1,Mercedes,495.0
2018,16,2,Ferrari,442.0
2018,16,3,Red Bull,292.0
2018,16,4,Force India,94.0
2018,16,5,Renault,91.0
2018,16,6,Haas F1 Team,80.0
2018,16,7,McLaren,58.0
2018,16,8,Toro Rosso,30.0
2018,16,9,Sauber,27.0
2018,16,10,Williams,7.0
2018,17,1,Mercedes,538.0
2018,17,2,Ferrari,460.0
2018,17,3,Red Bull,319.0
2018,17,4,Force India,102.0
2018,17,5,Renault,92.0
2018,17,6,Haas F1 Team,84.0
2018,17,7,McLaren,58.0
2018,17,8,Toro Rosso,30.0
2018,17,9,Sauber,27.0
2018,17,10,Williams,7.0
2018,18,1,Mercedes,563.0
2018,18,2,Ferrari,497.0
2018,18,3,Red Bull,337.0
2018,18,4,Force India,106.0
2018,18,5,Renault,106.0
2018,18,6,Haas F1 Team,84.0
2018,18,7,McLaren,58.0
2018,18,8,Toro Rosso,32.0
2018,18,9,Sauber,28.0
2018,18,10,Williams,7.0
2018,19,1,Mercedes,585.0
2018,19,2,Ferrari,530.0
2018,19,3,Red Bull,362.0
2018,19,4,Renault,114.0
2018,19,5,Force India,106.0
2018,19,6,Haas F1 Team,84.0
2018,19,7,McLaren,62.0
2018,19,8,Sauber,36.0
2018,19,9,Toro Rosso,33.0
2018,19,10,Williams,7.0
2018,20,1,Mercedes,620.0
2018,20,2,Ferrari,553.0
2018,20,3,Red Bull,392.0
2018,20,4,Renault,114.0
2018,20,5,Force India,107.0
2018,20,6,Haas F1 Team,90.0
2018,20,7,McLaren,62.0
2018,20,8,Sauber,42.0
2018,20,9,Toro Rosso,33.0
2018,20,10,Williams,7.0
2018,21,1,Mercedes,655.0
2018,21,2,Ferrari,571.0
2018,21,3,Red Bull,419.0
2018,21,4,Renault,122.0
2018,21,5,Force India,111.0
2018,21,6,Haas F1 Team,93.0
2018,21,7,McLaren,62.0
2018,21,8,Sauber,48.0
2018,21,9,Toro Rosso,33.0
2018,21,10,Williams,7.0
2019,1,1,Mercedes,44.0
2019,1,2,Ferrari,22.0
2019,1,3,Red Bull,15.0
2019,1,4,Haas F1 Team,8.0
2019,1,5,Renault,6.0
2019,1,6,Alfa Romeo,4.0
2019,1,7,Racing Point,2.0
2019,1,8,Toro Rosso,1.0
2019,1,9,McLaren,0.0
2019,1,10,Williams,0.0
2019,2,1,Mercedes,87.0
2019,2,2,Ferrari,48.0
2019,2,3,Red Bull,31.0
2019,2,4,Alfa Romeo,10.0
2019,2,5,McLaren,8.0
2019,2,6,Haas F1 Team,8.0
2019,2,7,Renault,6.0
2019,2,8,Toro Rosso,3.0
2019,2,9,Racing Point,3.0
2019,2,10,Williams,0.0
2019,3,1,Mercedes,130.0
2019,3,2,Ferrari,73.0
2019,3,3,Red Bull,52.0
2019,3,4,Renault,12.0
2019,3,5,Alfa Romeo,12.0
2019,3,6,Haas F1 Team,8.0
2019,3,7,McLaren,8.0
2019,3,8,Racing Point,7.0
2019,3,9,Toro Rosso,4.0
2019,3,10,Williams,0.0
2019,4,1,Mercedes,173.0
2019,4,2,Ferrari,99.0
2019,4,3,Red Bull,64.0
2019,4,4,McLaren,18.0
2019,4,5,Racing Point,17.0
2019,4,6,Alfa Romeo,13.0
2019,4,7,Renault,12.0
2019,4,8,Haas F1 Team,8.0
